SKILL_20150317_000001	攻击
SKILL_20150401_003134	{#DD5500}{ol}[物理] - [Strike] - [斩击]{/}{/}{nl}Use corner of shield to 攻击 then 斩击 敌人.
SKILL_20150401_003135	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Use back of knife to strike 以及 击退 敌人. 敌人 falls under Armor Break (Permanent on monsters)
SKILL_20150401_003136	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}穿刺 the 敌人.{nl}Continuous 攻击 bonus is applied depending on size of 敌人.
SKILL_20150401_003137	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Throw spear to 攻击 敌人. Spear falls on ground 以及 should be picked up to reuse.
SKILL_20150401_003138	Evasion movement
SKILL_20150401_003139	攻击 #{SkillAtkAdd}#{nl}Splash #{SkillSR}#{nl}Can use when riding
SKILL_20150401_003140	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Gather force 以及 smash the ground with weapon to 攻击 target.
SKILL_20150401_003141	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Charge forward 以及 击退 敌人.
SKILL_20150401_003142	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Gather force 以及 stab the 敌人.
SKILL_20150401_003143	{#DD5500}{ol}[物理] - [斩击]{/}{/}{nl}Swong the spear over head to continuously 攻击 敌人 in front.
SKILL_20150401_003144	攻击 #{SkillAtkAdd}#{nl}Max. 持续时间 10 秒{nl}Splash #{SkillSR}#{nl}Can use while riding
SKILL_20150401_003145	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Tie 敌人 with rope 以及 drag it.{nl}敌人 received 伤害 every time it is pulled 以及 falls under Bleed state 

when released.
SKILL_20150401_003146	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}穿刺 以及 kick away 敌人.
SKILL_20150401_003147	攻击 using stab continuously.
SKILL_20150401_003148	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Make solid l以及ing when jumping or on air to 伤害 敌人.
SKILL_20150401_003149	维修 weapon
SKILL_20150401_003150	Open shop for repairing weapons. 物理攻击 is added when repaired.
SKILL_20150401_003151	攻击 增加 by [Skill level] x [Weapon Stars]{nl}攻击 #{CaptionRatio2}# times{nl}지持续时间 4 hours
SKILL_20150401_003152	维修 Armor
SKILL_20150401_003153	Open shop for repairing armors. Only top, pants, 以及 shield can be repaired. 物理防御 is added when repaired.
SKILL_20150401_003154	物理防御 + #{CaptionRatio}#{nl}Hit #{CaptionRatio2}# times{nl}持续时间 4 hours
SKILL_20150401_003155	Open shop to repair equipments. Item can be repaired beyond max. durability.
SKILL_20150401_003156	Repaired #{CaptionRatio}# over potential
SKILL_20150401_003157	You're holding the 敌人 tied on rope. You can also hold the boss mosnters.
SKILL_20150401_003158	Max. 持续时间 10 秒
SKILL_20150401_003159	Insatall basecamp
SKILL_20150401_003160	Install basecamp in field. Party members can sue the basecamp for personal storage 以及 can freely warp to basecamp.
SKILL_20150401_003161	持续时间 #{CaptionRatio}# hours
SKILL_20150401_003162	Install food distribution table where you can share with party members. It can be installed nearby basecamp 以及 it will disb以及ed when the basecamp 

is disb以及ed.
SKILL_20150401_003163	Effect of food 增加 depending on skill level
SKILL_20150401_003164	Stick flag that boosts the combat abilities of the pirates on the ground. Kill 敌人 continuously for fever combo.
SKILL_20150401_003165	Flag 持续时间 30 秒.
SKILL_20150401_003166	Capture 敌人 with hook.
SKILL_20150401_003167	Capture time 5 秒
SKILL_20150401_003168	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Use Iron Hook to drag 敌人. 敌人 receives 伤害 every time it is pulled.
SKILL_20150401_003169	攻击 #{SkillFactor}#% + #{SkillAtkAdd}#{nl}#{CaptionRatio}# continuous hits
SKILL_20150401_003170	Can open locked treasure chest.
SKILL_20150401_003171	Can open Treaure Chests below LV #{CaptionRatio}#
SKILL_20150401_003172	Can temporarily connect basic 以及 sword 攻击.
SKILL_20150401_003173	Can use sword right after basic 攻击
SKILL_20150401_003174	Make formation to recruit troops.
SKILL_20150401_003175	Troops capacity #{CaptionRatio}#
SKILL_20150401_003176	Change to Phalanx formation. All blocks of troops are Concentrated to the front three troops.
SKILL_20150401_003177	Block 增加 for troop in front{nl}Rest of troops : 0 block
SKILL_20150401_003178	Change to Tersio formation. Defense of troops in the front row 增加 以及 call 敌人's attention.
SKILL_20150401_003179	Defense + #{CaptionRatio}#
SKILL_20150401_003180	Change to Winged formation. Defense of 敌人 in front is 减少d.
SKILL_20150401_003181	Defense - #{CaptionRatio}#%
SKILL_20150401_003182	Change to Wedge formation. 攻击 of the troop in front applies as continuos 攻击.
SKILL_20150401_003183	#{CaptionRatio}# Continuous hits
SKILL_20150401_003184	Change to Skiltron formation. All troops hold their weapons up high 以及 敌人 are blown away.
SKILL_20150401_003185	敌人 approaching is pushed far back
SKILL_20150401_003186	Change to Testudo formation. All troops move in a defense stance with their shields up front.
SKILL_20150401_003187	攻击 - #{CaptionRatio}#%{nl}Defense 增加 as much as 增加d 攻击
SKILL_20150401_003188	Change direction of formation
SKILL_20150401_003189	The direction you face become front
SKILL_20150401_003190	攻击速度增加 while defense 减少 per 伤害 received.
SKILL_20150401_003191	攻击 + #{CaptionRatio}#% {nl}Defense - #{CaptionRatio}#%{nl}Max. repeat #{CaptionRatio2}# times{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003192	Temporarily does not become stunned, pushed away, nor fall.
SKILL_20150401_003193	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Use back of sword to smack down 敌人.
SKILL_20150401_003194	Kill the 敌人 within set 攻击 counts for additional EXP 以及 rewards. But 伤害 以及 Incapable of combate penalty also 增加 while the effects last.
SKILL_20150401_003195	攻击 limit #{CaptionRatio}# times{nl}EXP, Drop rate x2
SKILL_20150401_003196	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Deeply stab the 敌人 that collapsed.
SKILL_20150401_003197	{#DD5500}{ol}[物理] - [斩击]{/}{/}{nl}Quickly rotate to 伤害 nearby 敌人.
SKILL_20150401_003198	Grow target's right hand 以及 增加 defense.
SKILL_20150401_003199	物理防御 + #{CaptionRatio}# {nl}魔法防御 + #{CaptionRatio}#{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003200	Grow target's head 以及 增加 INT.
SKILL_20150401_003201	INT + #{CaptionRatio}# {nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003202	Let it rain on target area. Rain gives various effects.
SKILL_20150401_003203	Summon demon of Grimore
SKILL_20150401_003204	Summon demon type boss {nl}registered to Grimore
SKILL_20150401_003205	Order devils to move 以及 攻击.
SKILL_20150401_003206	Summoned demon required{nl}Level 1 Master
SKILL_20150401_003207	Rode on top of Grimore Demon.
SKILL_20150401_003208	Can use devil's skill
SKILL_20150401_003209	Mutate Grimore Demon to the demon registered as sub.
SKILL_20150401_003210	Mutate to another boss {nl}registered to Grimore
SKILL_20150401_003211	Order devils to st以及 by.
SKILL_20150401_003212	{#993399}{ol}[魔法] - [Dark]{/}{/}{nl}Summons Familiar spirits that approaches 敌人 以及 explode.
SKILL_20150401_003213	攻击 #{SkillAtkAdd}#{nl}Summon #{CaptionRatio}# Familiar Spirits
SKILL_20150401_003214	Summon Salamion
SKILL_20150401_003215	Summon Salamion. Salamion 攻击 敌人 it sees.
SKILL_20150401_003216	Salamion 攻击 100{nl}Salamion HP 1000
SKILL_20150401_003217	增加 target's 攻击 speed.
SKILL_20150401_003218	攻击速度+ #{CaptionRatio}# {nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003219	Give monster the effect of reviving after killed.
SKILL_20150401_003220	Temporarily stop time in specified area. Target does not receive any 伤害 while time is stopped.
SKILL_20150401_003221	魔法 持续时间 #{CaptionTime}# 秒
SKILL_20150401_003222	减少 target's 移动速度.
SKILL_20150401_003223	移动速度 - #{CaptionRatio}#%{nl}魔法阵 持续时间 #{CaptionRatio2}# 秒{nl}{#339999}{ol}[Slow]{/}{/} 持续时间 5 秒
SKILL_20150401_003224	增加 target's 移动速度.
SKILL_20150401_003225	移动速度 + #{CaptionRatio}#% {nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003226	Turn back all times within the area to time before skill was used.
SKILL_20150401_003227	Backmasking range 100{nl}Cannot use backmasking in the area for 10 秒
SKILL_20150401_003228	{#993399}{ol}[魔法]{/}{/}{nl}Collect corpse parts when monsters are killed using this 攻击.
SKILL_20150401_003229	攻击 #{SkillAtkAdd}#{nl}Collect corpse piece of each monster type
SKILL_20150401_003230	Refer to monster registered in Necronomicon 以及 召唤 Shawgus
SKILL_20150401_003231	Boss card registered in Necronomicon
SKILL_20150401_003232	{#993399}{ol}[魔法]{/}{/}{nl}Throw corpse parts to specific area.
SKILL_20150401_003233	{#993399}{ol}[魔法]{/}{/}{nl}Make parts of corpse surround you 以及 伤害 nearby 敌人.
SKILL_20150401_003234	Make wall of corpse 以及 block 敌人
SKILL_20150401_003235	#{CaptionRatio}# Dirty Walls{nl}持续时间 15 秒
SKILL_20150401_003236	Collect the corpse pieces left where the monster died.
SKILL_20150401_003237	Target range 100
SKILL_20150401_003238	{#993399}{ol}[魔法]{/}{/}{nl}Detonate the item on ground 以及 伤害 nearby 敌人,
SKILL_20150401_003239	Dig the ground 以及 get items for alchemy
SKILL_20150401_003240	Get different ore every time
SKILL_20150401_003241	Open shop to 强化 gem. Penalty stats of gems 减少.
SKILL_20150401_003242	Gem penalty 减少 depending on skill level
SKILL_20150401_003243	Synthesize weapons to change stats. Potential is consumed.
SKILL_20150401_003244	Min. 以及 Max. 攻击 change by {nl}-#{CaptionRatio}#%~#{CaptionRatio}#% each
SKILL_20150401_003245	Duct item to make useful potion for combat.
SKILL_20150401_003246	Use recipe to create potion
SKILL_20150401_003247	Synthesize items to create new item.
SKILL_20150401_003248	Can combine #{CaptionRatio}#X#{CaptionRatio}#
SKILL_20150401_003249	减少 weapon potential to open item dungeon. Weapon's potential abilities show up when dungeon is cleared.
SKILL_20150401_003250	Each weapon has different dungeons{nl}以及 potential effects
SKILL_20150401_003251	攻击 #{SkillAtkAdd}#{nl}/Bounced arrow 攻击 #{CaptionRatio}#%
SKILL_20150401_003252	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Shoot arrows that 击退 敌人.
SKILL_20150401_003253	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}火 two arrows simultaneusly.
SKILL_20150401_003254	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Using this 攻击 to kill 敌人 will cause arrows to flick nearby the 敌人.
SKILL_20150401_003255	Collect stone bullets in field. Cannot be collected in town.
SKILL_20150401_003256	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Destroy pavise to 伤害 target in front.
SKILL_20150401_003257	攻击 #{SkillAtkAdd}#{nl}Can destroy 冰 Wall, Dirty Wall
SKILL_20150401_003258	Move quickly towards target 以及 shoot arrow.
SKILL_20150401_003259	Hide installation from 敌人
SKILL_20150401_003260	Conceal 持续时间 #{CaptionRatio}# minutes
SKILL_20150401_003261	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Flame is fumed 以及 伤害 target in the area.
SKILL_20150401_003262	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Install trap where arrows are 火d when touching wire.
SKILL_20150401_003263	攻击 #{SkillAtkAdd}#{nl}No. of Arrows #{CaptionRatio}#{nl}Install range #{CaptionRatio2}#
SKILL_20150401_003264	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Instal bomb surrounding target. Bomb explosed when touching 敌人.
SKILL_20150401_003265	攻击 #{SkillAtkAdd}#{nl}Install #{CaptionRatio}#
SKILL_20150401_003266	Evasion - #{CaptionRatio}# {nl}Pointing AI 持续时间 10 minutes
SKILL_20150401_003267	Detect hidden monster{nl}Hounding AI 持续时间 10 minutes
SKILL_20150401_003268	Companion guards against monsters approaching.
SKILL_20150401_003269	{#339999}{ol}[Fear]{/}{/} 持续时间 #{CaptionRatio}# 秒{nl}If distance between player 以及 companion is at least {nl}250 meters, disable AI{nl}Growling 

AI 持续时间 10 minutes
SKILL_20150401_003270	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Shoot arrows that make noise. It also affects target's surroundings.
SKILL_20150401_003271	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Shoot flash arrows on the ground. Flash pops 以及 shoots sparks to 敌人 nearby.
SKILL_20150401_003272	Max. 持续时间 10 秒{nl}Consume #{CaptionRatio}# SP per second
SKILL_20150401_003273	Rate of Critical temporarily 增加 when 攻击ed form behind.
SKILL_20150401_003274	Rate of Critical + #{CaptionRatio}#%{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003275	减少 evasion of target in front.
SKILL_20150401_003276	Evasion rate - #{CaptionRatio}#%{nl}Target #{CaptionRatio2}#{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003277	Hide under the ground
SKILL_20150401_003278	Can only use basic 攻击 in Burrow state
SKILL_20150401_003279	Steal 敌人's trap or 魔法阵. You can used the stolen things later.
SKILL_20150401_003280	Acquire #{CaptionRatio}# 敌人's lenolium
SKILL_20150401_003281	增加 Evasion.
SKILL_20150401_003282	Evasion rate +#{CaptionRatio}#% {nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003283	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Using this 攻击 to kill 敌人 explodes target. Strength of party members is temporarily 增加d.
SKILL_20150401_003284	攻击 #{SkillAtkAdd}#{nl}STR + #{CaptionRatio}#{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003285	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Throw tear gas bomb. Target affected fall into Blind state.
SKILL_20150401_003286	攻击 #{SkillAtkAdd}#{nl}Tear gas 持续时间 #{CaptionTime}# 秒
SKILL_20150401_003287	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Continuously 攻击 敌人 with sword. 增加s critical rate, no. of strikes are different each time.
SKILL_20150401_003288	攻击 #{SkillAtkAdd}#{nl}Hit 1~4 times{nl}Critical rate #{CaptionRatio}#%
SKILL_20150401_003289	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Shoot arrows that cause 敌人 to Bleed.
SKILL_20150401_003290	攻击 #{SkillAtkAdd}#{nl}Bleeding 伤害 #{CaptionRatio}#{nl}Bleed 持续时间 #{CaptionTime}# 秒{nl}Use 1 Broadhead Arrow
SKILL_20150401_003291	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Shoot arrow that 减少 target's defense 以及 removes its shield.
SKILL_20150401_003292	攻击 #{SkillAtkAdd}#{nl}物理防御 - 30%{nl}Use 1 Bodkin Point Arrow
SKILL_20150401_003293	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Shoot barbs. No. of strikes are different for each defense type.
SKILL_20150401_003294	攻击 #{SkillAtkAdd}#{nl}Cloth armor 1 hit{nl}Leather armor 2 hits{nl}Plate armor 3 hits{nl}Ghost armor N/A{nl}Use 1 Barbed Arrow
SKILL_20150401_003295	{#DD5500}{ol}[物理] - [穿刺]{/}{/}{nl}Using this 攻击 to kill 敌人 will shoot arrow that explosed in cross.
SKILL_20150401_003296	攻击 #{SkillAtkAdd}#{nl}Explosion 攻击 #{CaptionRatio}#%{nl}Use1 Hail Mary Arrow
SKILL_20150401_003297	{#DD5500}{ol}[物理] - [Hit]{/}{/}{nl}Shoot quick 火 at 敌人.
SKILL_20150401_003298	{#DD5500}{ol}[物理] - [Hit]{/}{/}{nl}Shoot forward while moving back.
SKILL_20150401_003299	{#DD5500}{ol}[物理] - [Hit]{/}{/}{nl}Quickly move towards target 以及 火 shots.
SKILL_20150401_003300	攻击 #{SkillAtkAdd}#{nl}Can use while riding
SKILL_20150401_003301	Retreat Shot
SKILL_20150401_003302	{#DD5500}{ol}[物理] - [Hit]{/}{/}{nl}Shoot opposite the direction you move.
SKILL_20150401_003303	Erase sign to remove monters' threat 以及 is not 攻击ed first by monsters.
SKILL_20150401_003304	Create Guardian Saint 魔法阵. Target receives 伤害 instead of skill caster.
SKILL_20150401_003305	Guardian Saint 持续时间 #{CaptionTime}#秒{nl}魔法阵 持续时间 #{CaptionRatio}# 秒
SKILL_20150401_003306	攻击 #{SkillAtkAdd}#{nl}Defense + #{CaptionRatio}# {nl}Target 10{nl}持续时间 #{CaptionRatio2}# 秒{nl}Use 1 圣 水
SKILL_20150401_003307	Additional 伤害 +#{CaptionRatio}#{nl}攻击 #{CaptionRatio2}#times{nl}持续时间 30秒{nl}Use 1 圣 Powder
SKILL_20150401_003308	Divine 攻击 + #{CaptionRatio}#{nl}Additional 伤害 +#{CaptionRatio2}#{nl}持续时间 #{CaptionTime}# 秒{nl}Use 1 Gislotis
SKILL_20150401_003309	Block state of Incapable of Combate once.
SKILL_20150401_003310	Recover HP #{CaptionRatio}#%{nl}Invincible for #{CaptionRatio2}# 秒{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003311	{#993399}{ol}[魔法] - [圣]{/}{/}{nl}Create 魔法阵 with 圣 power. 敌人 is 伤害d when 以及 after entering the circle.
SKILL_20150401_003312	攻击 #{SkillAtkAdd}#{nl}Divine 伤害 #{CaptionRatio}#{nl}持续时间 #{CaptionTime}# 秒
SKILL_20150401_003313	Can warp #{CaptionRatio}# times{nl}Goddess Statue 持续时间 30 秒{nl}Use 3 Oak wood
SKILL_20150401_003314	SP - #{CaptionRatio}# {nl}Goddess Statue 持续时间 30 秒{nl}Use 5 Pine woods
SKILL_20150401_003315	Splash + #{CaptionRatio}# {nl}Goddess Statue 持续时间 30 秒{nl}Use 5 cedar wood
SKILL_20150401_003316	攻击 #{SkillAtkAdd}#{nl}Block #{CaptionRatio}# times{nl}持续时间 #{CaptionTime}# 秒{nl}Use 2 Oak wood
SKILL_20150401_003317	Statue 持续时间 #{CaptionRatio}# 秒{nl}Use #{CaptionRatio2}# ash woods
SKILL_20150401_003318	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}击退 敌人以及 cause 伤害 to nearby 敌人.
SKILL_20150401_003319	攻击 #{SkillAtkAdd}#{nl}Long range projectile, can't defend 魔法
SKILL_20150401_003320	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Punch target twice.
SKILL_20150401_003321	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Use palm to 击退 敌人.
SKILL_20150401_003322	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Use hand knife to smack down 敌人.
SKILL_20150401_003323	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Shortly stretch hands to 击退 target 以及 exhause target's SP. Target temporarily received continuous 伤害

.
SKILL_20150401_003324	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Gather force 以及 shoot forward. Target hit is pushed back 以及 receives 伤害.
SKILL_20150401_003325	Hit 伤害 30%~50%{nl}Consume #{CaptionRatio}# SP per 0.5 秒
SKILL_20150401_003326	{#DD5500}{ol}[物理] - [Strike]{/}{/}{nl}Throw coin to 攻击 敌人. Max SP of target 减少 temporarily.
SKILL_20150401_003327	攻击 #{SkillAtkAdd}#{nl}持续时间 #{CaptionRatio}# 秒{nl}Use #{CaptionRatio2}# silver
SKILL_20150401_003328	Temporarily defense against 伤害.
SKILL_20150401_003329	Long range projectile, can defend 魔法
SKILL_20150401_003330	Make a despeller that can block harmful 魔法 以及 effects.
SKILL_20150401_003331	Activate to defend automatically{nl}Use 1 despeller after defense
SKILL_20150401_003332	Make part of your skills into scrolls.
SKILL_20150401_003333	Scrolls disappear after use
SKILL_20150401_003334	Open shop for giving usefull effects of your skill to other players.
SKILL_20150401_003335	Can register skill that use item
SKILL_20150401_003336	治疗s target 以及 party members.
