ITEM_20150317_000001	空_头盔 
ITEM_20150317_003428	Blue Fisherman Bone 
ITEM_20150317_003429	Blue Fisherman Bone. It too small to hold.  
ITEM_20150317_003430	Guts of a Lepus Bunny 
ITEM_20150317_003431	Feels terrible 
ITEM_20150317_003432	Harpeia Beak 
ITEM_20150317_003433	The beak of a Harpeia. It is very sharp. 
ITEM_20150317_003434	Smoke Grenade 
ITEM_20150317_003435	Used to easily escape from enemies during a crisis. Bang! 
ITEM_20150317_003436	Orb of Provocation 
ITEM_20150317_003437	An orb very useful for taunting enemies  
ITEM_20150317_003438	Lasso 
ITEM_20150317_003439	A rope with a noose attached to it. Used for throwing and tying up enemies. 
ITEM_20150317_003440	Sapper Master's Introduction Letter 
ITEM_20150317_003441	Letter of introduction that Sapper Master wrote to the Highlander Master 
ITEM_20150317_003442	Highlander Master's Proof 
ITEM_20150317_003443	Confirmation from the Highlander Master that you accomplished all of the necessary requirements for advancement. 
ITEM_20150317_003444	Tanu Purification Jewel   
ITEM_20150317_003445	Crystal with Tanu's ability to purify
ITEM_20150317_003446	Skill Item 
ITEM_20150317_003447	Use skill item 
ITEM_20150317_003448	Gorge Metos Sap 
ITEM_20150317_003449	Liquid extracted from Gorge Metoses. It is used as an ingredient in medicine used for alleviating mental illness symptoms. 
ITEM_20150317_003450	Relic Record 
ITEM_20150317_003451	A record of relics copied as dictated by Kepact. Only the shape and size of the relics are recorded. 
ITEM_20150317_003452	Memorial Rubbings 
ITEM_20150317_003453	Rubbings requested by the epigraphist Smith 
ITEM_20150317_003454	A torn letter found from a dead body. Let's find a place to place the relics. 
ITEM_20150317_003455	Lethal Move of Zibeck 
ITEM_20150317_003456	A scroll contains the lethal move of legendary thief Zibeck. Once used, it gives you 1 stat point.. 
ITEM_20150317_003457	Jewel of Red Flames 
ITEM_20150317_003458	Gem containing an aura of fire. It will be helpful to the Goddess Gabija. 
ITEM_20150317_003459	Languid Herb 
ITEM_20150317_003460	A herb that makes one feel languid 
ITEM_20150317_003461	Strongly Scented Soul Flower 
ITEM_20150317_003462	A flower with a powerful fragrance. There is a rumor that souls inhabit this flower. 
ITEM_20150317_003463	Useful Bomb  
ITEM_20150317_003464	Explosives made to prevent monsters from advancing into Andail Village. 
ITEM_20150317_003465	Languid Herb Bomb  
ITEM_20150317_003466	The chemical essence of the Languid Herb has been concentrated for use in this bomb. 
ITEM_20150317_003467	Sparnas Bait  
ITEM_20150317_003468	A bait used to attract Sparnas. It made by lumping together old grains. 
ITEM_20150317_003469	Simple Supplies 
ITEM_20150317_003470	Supplies requested by the supplier to be delivered to the Danus unit. 
ITEM_20150317_003471	Scot's First Report 
ITEM_20150317_003472	잊혀진 나루의 이상 현상을 기록한 보고서.
ITEM_20150317_003473	Supply Pouch 
ITEM_20150317_003474	A pouch of supplies looted by Vubbes. Let's take these to Yukurt to investigate the odd behaviour of the Vubbes. 
ITEM_20150317_003475	Doki Oil 
ITEM_20150317_003476	Oil that reeks with a Doki's scent. 
ITEM_20150317_003477	Toolbox 
ITEM_20150317_003478	Full of tools used to repair the scarecrow. 
ITEM_20150317_003479	Death Marker 
ITEM_20150317_003480	A marker found from Chapparition. The voices of the killed innocents echo from it. 
ITEM_20150317_003481	A necklace that a ghost asked you to take to his younger brother. A modest pendant is attached to it. 
ITEM_20150317_003482	A bag full of money. What was the Reaper doing with this? 
ITEM_20150317_003483	Messenger's Note 
ITEM_20150317_003484	A messenger's hastily scribbled note. It describes a great threat. 
ITEM_20150317_003485	Ancient Writings  
ITEM_20150317_003486	There are verses on it to appease the souls of those who died while researching the Royal Tombs. 
ITEM_20150317_003487	Wizard's Torn Page 
ITEM_20150317_003488	A page torn from a book. It looks like the author is Shaman Show.  
ITEM_20150317_003489	Mark of a Pilgrim 
ITEM_20150317_003490	A pilgrim's mark swallowed by a monster. The owner is nowhere to be found. 
ITEM_20150317_003491	Cathedral Marble Parts 
ITEM_20150317_003492	Marble Parts found attached to the monsters in the Cathedral. 
ITEM_20150317_003493	Storyteller's Book 
ITEM_20150317_003494	A book that Koven hid in a box. 
ITEM_20150317_003495	Secret Box Key 
ITEM_20150317_003496	Koven gave you this key, saying it opened a locked box. Let's look for this box. 
ITEM_20150317_003497	Simple Item 
ITEM_20150317_003498	Requested Item 
ITEM_20150317_003499	Practice Wood Carving Scraps 
ITEM_20150317_003500	The practice wood carving is completely broken. 
ITEM_20150317_003501	Intermediate Item_1 
ITEM_20150317_003502	Intermediate Item_2 
ITEM_20150317_003503	Fixed Practice Wood Carving 
ITEM_20150317_003504	The broken practice wood carving has fixed. It has been reinforced to be more durable. 
ITEM_20150317_003505	Hardened Tree Log 
ITEM_20150317_003506	Log required to fix the practice wood carving 
ITEM_20150317_003507	Rope 
ITEM_20150317_003508	Rope required to fix the scarecrow 
ITEM_20150317_003509	Memory Fragment 
ITEM_20150317_003510	An orb necessary to complete the spell that wakes the Sleeping Owls to aid Gaigalus. 
ITEM_20150317_003511	Unstable Holy Spear. It cannot be used in its current state. 
ITEM_20150317_003512	Huge Fang 
ITEM_20150317_003513	Huge Fang obtained from Minotaur of Susanhan marketplace 
ITEM_20150317_003514	Natural Agate Stone 
ITEM_20150317_003515	Parts needed for a new trap devised by the Sapper Master. 
ITEM_20150317_003516	잘 타는 돌멩이
ITEM_20150317_003517	플레쳐 마스터가 가르침의 대가로 요구한 돌멩이. 
ITEM_20150317_003518	Legwyn Family Decoration 
ITEM_20150317_003519	A trinket belonging to the old Legwyn Family 
ITEM_20150317_003520	An ingredient of a drug required to cure the patient 
ITEM_20150317_003521	Holy Relic 
ITEM_20150317_003522	A holy relic used by Krivises as a symbol of their faith. Lost in the city by someone. 
ITEM_20150317_003523	Stone Whale Essence 
ITEM_20150317_003524	An essence filled with the resentment of many souls. 
ITEM_20150317_003525	Dense Hardwood  
ITEM_20150317_003526	Material requested by the sculptor Tesla 
ITEM_20150317_003527	레푸스의 발톱
ITEM_20150317_003528	몽크 마스터가 다짐의 증거로 요구한 발톱. 
ITEM_20150317_003529	Lost Indulgence Offering 
ITEM_20150317_003530	Offering envelope embossed with the Pardoner's Crest 
ITEM_20150317_003531	Mali Seeds 
ITEM_20150317_003532	Mali seeds obtained from killing Malis. 
ITEM_20150317_003533	Destroyer Shaman Doll Summon Scroll 
ITEM_20150317_003534	A scroll to summon a Destructive Shaman Doll 
ITEM_20150317_003535	Destroyed Piece of Barrier 
ITEM_20150317_003536	Part of a broken enchantment used to protect Mazas' nest. Can it be restored? 
ITEM_20150317_003537	Mallardu Fat 
ITEM_20150317_003538	A material that is needed to wake up the Nepenthes. It doesn't catch fire in its current state. 
ITEM_20150317_003539	Combustible Fat 
ITEM_20150317_003540	The fat of a Mallardu that has been prepared to burn well. Use it to wake up the Nepenthes. 
ITEM_20150317_003541	Spiritually Enchanted Sap 
ITEM_20150317_003542	It must be gathered from the Nepenthes while it's alive for it to have any effect. 
ITEM_20150317_003543	Insect Secretion 
ITEM_20150317_003544	Secretion that can be used to attract Biteregina 
ITEM_20150317_003545	Old Talisman 
ITEM_20150317_003546	An enemy killed with this charm attached to them will join your side! 
ITEM_20150317_003547	First revelation found from the Crystal Mine 
ITEM_20150317_003548	Eye of Madness 
ITEM_20150317_003549	Rodelin's eye. It is said to be able to erase an enemy's senses. 
ITEM_20150317_003550	Wicked Essence  
ITEM_20150317_003551	An ingredient necessary to make the Holy Spirit Bomb. It must be purified before it can be used. 
ITEM_20150317_003552	Purified Essence  
ITEM_20150317_003553	An ingredient necessary to make the Holy Spirit Bomb. The purified result of Wicked Essence. 
ITEM_20150317_003554	Romuba Holy Water  
ITEM_20150317_003555	When consumed it will prevent Demons from detecting your presence! 
ITEM_20150317_003556	Holy Spirit Bomb 
ITEM_20150317_003557	A bomb blessed with holy power. It can defeat Glizardon in a single blow. 
ITEM_20150317_003558	Holy Spirit Stone 
ITEM_20150317_003559	Guard's Scroll 
ITEM_20150317_003560	Once the scroll is used, one can distinguish which Hogmas are wearing necklaces. 
ITEM_20150317_003561	Shabby-Looking Necklace 
ITEM_20150317_003562	On the back "To ...oved Rukl..s, Lydia." is visible. 
ITEM_20150317_003563	Small Demon's Skirt Hem 
ITEM_20150317_003564	A skirt hem obtained by defeating Pawndel and Pawnd. An ingredient needed to make the Demon Transformation Scroll. 
ITEM_20150317_003565	Soul of Pawnd  
ITEM_20150317_003566	A soul of a demon collected in order to identify Demon Monsters 
ITEM_20150317_003567	Soul of Pawndel  
ITEM_20150317_003568	Soul of Corylus  
ITEM_20150317_003569	Bucket  
ITEM_20150317_003570	Bucket used to hold water. Seems like a rope can be tied to it. 
ITEM_20150317_003571	Long Rope  
ITEM_20150317_003572	A very long rope. Seems like something can be tied to it.  
ITEM_20150317_003573	Demon Transform Scroll 
ITEM_20150317_003574	Use this scroll to transform to Panwndel or Pawnd. 
ITEM_20150317_003575	Light Crystal 
ITEM_20150317_003576	A Power Crystal processed and filled with the strength of light. It can release the enchantment that binds the sealed Cathedral doors. 
ITEM_20150317_003577	Muddy Necklace 
ITEM_20150317_003578	Old and muddy necklace dropped by someone long ago. 
ITEM_20150317_003579	Vubbe's Wooden Arrow 
ITEM_20150317_003580	Wooden arrow used by High Vubbe Archers. It might be useful for kindling. 
ITEM_20150317_003581	Ingredient necessary to make the Crude Divining Rod used to search for the First Tombstone Fragment. You need to collect a lot of them. 
ITEM_20150317_003582	Crude Divining Rod 
ITEM_20150317_003583	A divining rod used to search for the First Tombstone Fragment which has been hidden somewhere underground. Looks weak enough to be broken by even the slightest amount of force. 
ITEM_20150317_003584	Dusty Ruin Rubble 
ITEM_20150317_003585	Rubble that the epigraphist Raymond ordered you to collect with the suspicion that it might contain a part of the Second Tombstone. A Second Tombstone Fragment may or may not be in here... 
ITEM_20150317_003586	Stumpy Tree Sap 
ITEM_20150317_003587	The sap of a stumpy tree requested by general goods merchant Edang. Its powerful medical properties have made it a highly valued commodity. 
ITEM_20150317_003588	Sap Collector 
ITEM_20150317_003589	A tool used to collect the sap of a Treearmblow 
ITEM_20150317_003590	First Tombstone Fragment 
ITEM_20150317_003591	The first part of the lost Ruklys monument 
ITEM_20150317_003592	Second Tombstone Fragment 
ITEM_20150317_003593	The second part of the lost Ruklys monument 
ITEM_20150317_003594	Carbonized Tombstone Fragment 
ITEM_20150317_003595	The third part of the lost Ruklys monument 
ITEM_20150317_003596	Fourth Tombstone Fragment 
ITEM_20150317_003597	The fourth part of the lost Ruklys monument 
ITEM_20150317_003598	Ruin Rubble 
ITEM_20150317_003599	The Fifth Tombstone Fragment is mixed into this pile of debris. 
ITEM_20150317_003600	Restored Tombstone Frgment 
ITEM_20150317_003601	A finished part of the lost Ruklys monument 
ITEM_20150317_003602	There are illegible words written on it. 
ITEM_20150317_003603	The second revelation found from Tenet Cathedral 
ITEM_20150317_003604	Tombstone Fragment Package 
ITEM_20150317_003605	A package that the treasure hunter Edang asked you to deliver to the epigraphist Raymond 
ITEM_20150317_003606	Ruklys Memorial Piece 
ITEM_20150317_003607	A fragment prepared so epigraphist Smith can easily restore it. 
ITEM_20150317_003608	First Rubbing 
ITEM_20150317_003609	A rubbing of the First Lydia Schaffen Monument 
ITEM_20150317_003610	Second Rubbing 
ITEM_20150317_003611	A rubbing of the Second Lydia Schaffen Monument 
ITEM_20150317_003612	Third Rubbing 
ITEM_20150317_003613	A rubbing of the Third Lydia Schaffen Monument 
ITEM_20150317_003614	Fourth Rubbing 
ITEM_20150317_003615	A rubbing of the Fourth Lydia Schaffen Monument 
ITEM_20150317_003616	Fifth Rubbing 
ITEM_20150317_003617	A rubbing of the Fifth Lydia Schaffen Monument 
ITEM_20150317_003618	Arrow Bundle 
ITEM_20150317_003619	An Arrow Bundle that Hunter Talas requested to be fire hardened in order to be used against Infrobucks. 
ITEM_20150317_003620	Experimental Ingredients 
ITEM_20150317_003621	Experimental materials requested by necromancer Drashus. Take it to Drashus. 
ITEM_20150317_003622	Waterweed 
ITEM_20150317_003623	Waterweed that grows in the Clearawl Brook. Drashus uses it when summoning powerful spirits.  
ITEM_20150317_003624	Lizardman Mind Control Stone 
ITEM_20150317_003625	If you defeat a Lizardman after using this stone, it will follow you. 
ITEM_20150317_003626	Infrobuck Mind Control Stone 
ITEM_20150317_003627	If you defeat a Infrobuck after using this stone, it will follow you. 
ITEM_20150317_003628	Rubbing Tool 
ITEM_20150317_003629	A tool given to you by Hunter Talas to make rubbings of the Lydia Schaffen Monmuments. 
ITEM_20150317_003630	Fire Hardened Arrowhead 
ITEM_20150317_003631	An arrowhead hardened by fire to be used against Infrobucks. 
ITEM_20150317_003632	Long Arm Tree Charcoal 
ITEM_20150317_003633	Charcoal obtained from defeating the Long Arm Tree. Touching it leaves a black stain. 
ITEM_20150317_003634	Soi Bomb 
ITEM_20150317_003635	A bomb that can light the Long Arm Tree on fire. 
ITEM_20150317_003636	Revelation that Bramble had. It's unreadable - let's take it to Goddess Saule. 
ITEM_20150317_003637	Guardian Awakening Device 
ITEM_20150317_003638	It is said to be able to wake the sleeping Boowook. 
ITEM_20150317_003639	Zolem Magic Stone 
ITEM_20150317_003640	A Zolem's Magic Stone needed to lure a Unicorn 
ITEM_20150317_003641	Unicorn Horn 
ITEM_20150317_003642	A trophy taken from a defeated Unicorn. Let's take it to Fedimian Army Officer. 
ITEM_20150317_003643	Empty Beehive 
ITEM_20150317_003644	A beehive that has had all its honey sucked out of it, leaving the beeswax. 
ITEM_20150317_003645	Cork Stopper 
ITEM_20150317_003646	A cork stopper that was sealing the oil barrel. 
ITEM_20150317_003647	Brewing Tools 
ITEM_20150317_003648	Tools used for brewing 
ITEM_20150317_003649	Royal Jelly 
ITEM_20150317_003650	Highly nutritious Royal Jelly! 
ITEM_20150317_003651	Monster's Claw (Temporary) 
ITEM_20150317_003652	석화된 도시 통곡의 광장에서만 출몰하는 몬스터의 발톱
ITEM_20150317_003653	Petrification Stolen Goods 
ITEM_20150317_003654	석화된 도시 통곡의 광장에서 활동 중인 디코 도굴단이 훔친 장물입니다. 훔쳐온 물건들을 석화된 도시의 물건처럼 만들기 위해 석화서리에 노출시켜두었습니다.
ITEM_20150317_003655	Cryptically Engraved Bottle 
ITEM_20150317_003656	석화된 도시 통곡의 광장의 경비병들 무리에 숨어있는 도굴꾼 벤자미나스를 찾기 위한 암호가 새겨진 물병
ITEM_20150317_003657	Very Old Map 
