QUEST_LV_0200_20150317_000001	Philip's soldiers
QUEST_LV_0200_20150323_005314	Talk to Kupole Audra
QUEST_LV_0200_20150323_005315	Talk to Kupole Audra at the demons' prison
QUEST_LV_0200_20150323_005316	Kupole Audra asked you to defeat the monsters that are having the ritual ceremony to help Blut's escape at the Rituala gathering place.
QUEST_LV_0200_20150323_005317	Obtain the secreting bland of the monsters
QUEST_LV_0200_20150323_005318	Get the secreting bland from the subordinates of Bluts
QUEST_LV_0200_20150323_005319	Defeat the monsters and obtain %s
QUEST_LV_0200_20150323_005320	Obtain the secreting bland of the monsters
QUEST_LV_0200_20150323_005321	Talk to Kupole Audra
QUEST_LV_0200_20150323_005322	Help the ritual ceremony of Haubuck
QUEST_LV_0200_20150323_005323	In order to face Bluts, Haubuck told you that he needs to be materialized. Help Haubuck to absorb the power of Bluts in the concentrated control area.
QUEST_LV_0200_20150323_005324	Talk to Kupole Gidrone
QUEST_LV_0200_20150323_005325	Talk to Kupole Gidrone
QUEST_LV_0200_20150323_005326	Defeat Bluts
QUEST_LV_0200_20150323_005327	Defeat Bluts by helping Kupole Gidrone
QUEST_LV_0200_20150323_005328	Defeat Bluts
QUEST_LV_0200_20150323_005329	Talk to Kupole Norgaille
QUEST_LV_0200_20150323_005330	Talk to Kupole Norgaille
QUEST_LV_0200_20150323_005331	Defeat the demons at the 1st isolated area
QUEST_LV_0200_20150323_005332	Obtain the manes of Haubuck
QUEST_LV_0200_20150323_005333	Defeat the subordinates of Nuaele and obtain the manes of Haubuck at the 2nd isolated area
QUEST_LV_0200_20150323_005334	Obtain %s from the demons
QUEST_LV_0200_20150323_005335	Use the marble of the creed to Norgaille
QUEST_LV_0200_20150323_005336	Kupole Norgaille used it when he was interrogating the demons
QUEST_LV_0200_20150323_005337	The marble of the creed of Norgaille
QUEST_LV_0200_20150323_005338	Received it. Interrogate the demons at the 3rd isolated area and find out why Nuaele is not trying to escape.
QUEST_LV_0200_20150323_005339	Defeat * monster which is the subordinate of Nuaele at the 4th isolated area
QUEST_LV_0200_20150323_005340	Defeat the monsters
QUEST_LV_0200_20150323_005341	Talk to Kupole Aldona
QUEST_LV_0200_20150323_005342	Talk to Kupole Aldona and hunt for Nuaele
QUEST_LV_0200_20150323_005343	Defeat Nuaele
QUEST_LV_0200_20150323_005344	Go meet the goddess, Vakarine
QUEST_LV_0200_20150323_005345	The goddess, Vakarine is waiting for your help at the monitoring area in the demons' prison.
QUEST_LV_0200_20150323_005346	Talk to the goddess, Vakarine
QUEST_LV_0200_20150323_005347	Talk to the goddess, Vakarine
QUEST_LV_0200_20150323_005348	Eliminate the small metastasis
QUEST_LV_0200_20150323_005349	Eliminate the small metastasis which is disturbing the recharging of the night star key of Kupole Gidrone
QUEST_LV_0200_20150323_005350	Transform the night star key
QUEST_LV_0200_20150323_005351	Protect Kupole Gidrone while he is transforming the night star key
QUEST_LV_0200_20150323_005352	Talk to Kupole Aldona
QUEST_LV_0200_20150323_005353	Install the night star key
QUEST_LV_0200_20150323_005354	Use the night star key to unleash the seals of Rwalda, Casa, and Rada.
QUEST_LV_0200_20150323_005355	Defeat Dionis
QUEST_LV_0200_20150323_005356	Talk to Kupole Daiva
QUEST_LV_0200_20150323_005357	Go meet Kupole Daiva at the 4th district in the demons' prison
QUEST_LV_0200_20150323_005358	Chase after Haubuck
QUEST_LV_0200_20150323_005359	Kupole Daiva told you to resist the demon lord, Haubuck that is breaking the barrier at Nevirau Collapsed Area.
QUEST_LV_0200_20150323_005360	Talk to Kupole Daiva
QUEST_LV_0200_20150323_005361	Defeat the subordinates of Haubuck
QUEST_LV_0200_20150323_005362	Collect the pieces of the spirit of Haubuck
QUEST_LV_0200_20150323_005363	Kupole Daiva told you to defeat the demons that are gathered at the internal isolated division. He told you to collect the pieces of Haubuck's spirit.
QUEST_LV_0200_20150323_005364	Talk to Kupole Daiva in front of the entrance of the poisonous room of Idinga
QUEST_LV_0200_20150323_005365	Retrieve the pieces of the spirit of Haubuck
QUEST_LV_0200_20150323_005366	Talk to Kupole Daiva in front of Idinga
QUEST_LV_0200_20150323_005367	Push in Haubuck
QUEST_LV_0200_20150323_005368	
QUEST_LV_0200_20150323_005369	Talk to Kupole Daiva
QUEST_LV_0200_20150323_005370	Push the Haubuck who is running away through the tunnel of Ginuma in to the poisonous room of Galutin!
QUEST_LV_0200_20150323_005371	Talk to Kupole Sigita
QUEST_LV_0200_20150323_005372	Talk to Kupole Sigita
QUEST_LV_0200_20150323_005373	Talk to Kupole Sigita at the entrance of the poisonous room of Galutin at the 4th district of the demons' prison.
QUEST_LV_0200_20150323_005374	Suppress Haubuck
QUEST_LV_0200_20150323_005375	Suppress Haubuck who is resisting inside the poisonous room of Galutin with Kupole Sigita and seal him.
QUEST_LV_0200_20150323_005376	Go meet the goddess, Vakarine
QUEST_LV_0200_20150323_005377	Collect the traces of the metastasis
QUEST_LV_0200_20150323_005378	The goddess, Vakarine told you to defeat the monsters at Aushura worship place and collect the traces of the mestastasis.
QUEST_LV_0200_20150323_005379	Collect %s from the demons
QUEST_LV_0200_20150323_005380	Make the demons obey you
QUEST_LV_0200_20150323_005381	
QUEST_LV_0200_20150323_005382	Neutralize the demons using the rune of the night star
QUEST_LV_0200_20150323_005383	The goddess, Vakarine told you to use the night star rune to the demons and neutralize them at the Ishishula collapsed area. When the monsters become neutralized, the cupols of Vakarine will take the demons.
QUEST_LV_0200_20150323_005384	Obtain the symbol of the condemned criminal
QUEST_LV_0200_20150323_005385	The goddess, Vakarine told you to neutralize the demons that are gathered at Atmesta isolated area, and use the night star rune to bring the symbol of the condemned criminal.
QUEST_LV_0200_20150323_005386	Obtain %s by defeating the demons
QUEST_LV_0200_20150323_005387	Collect the symbols of the condemend criminal
QUEST_LV_0200_20150323_005388	Seal the space of the metastasis
QUEST_LV_0200_20150323_005389	The goddess, Vakarine asked you to help her while she and her cupols are sealing the space of the metastasis of the Vakarion Grand Corridor.
QUEST_LV_0200_20150323_005390	Defeat the monsters that are trying to escape
QUEST_LV_0200_20150323_005391	Defeat the demons that are trying to escape the demons' prison
QUEST_LV_0200_20150323_005392	Collect the belongings of the humans
QUEST_LV_0200_20150323_005393	Cupol Audra asked you to defeat the demons near Byeaulleo Hideout and collect the artifacts of the humans.
QUEST_LV_0200_20150323_005394	Obtain the artifacts of the humans
QUEST_LV_0200_20150323_005395	Defeat the remnants of Nuaele
QUEST_LV_0200_20150323_005396	Cupol Norgaille asked you to defeat the remnants of Nuaele at the 1st isolated place to stabilize the demons' prison where Nuaele has disappeared.
QUEST_LV_0200_20150323_005397	Retrieve the necklace of Cupol
QUEST_LV_0200_20150323_005398	Cupol Norgaille asked you to retrieve the belongings of the cupols who died while fighting against the demons at the 4th isolated area.
QUEST_LV_0200_20150323_005399	Retrieve %s by defeating demons
QUEST_LV_0200_20150323_005400	Cupol Gidrone told you that the demons who went out of the influence of Baltrus became more violent and irregular. Defeat the demons at the grand corridor of Orualma
QUEST_LV_0200_20150323_005401	Obtain the toenails of the spirit
QUEST_LV_0200_20150323_005402	Cupol Aldona asked you to collect the toe nails of the spirit by defeating the demons near the Rewalda seal.
QUEST_LV_0200_20150323_005403	Defeat the demons and collect %s
QUEST_LV_0200_20150323_005404	Collect the toe nails of the spirit
QUEST_LV_0200_20150323_005405	Cupol Aldona asked you to collect the symbols of the star that are scattered across Rada seal.
QUEST_LV_0200_20150323_005406	Cupol Daiva asked you to defeat the subordinates of Haubuck that ran away to Aklaga isolated area by avoiding the gaze of the goddesses.
QUEST_LV_0200_20150323_005407	Cupol Daiva asked you to defeat the demons that ran away after betraying Haubuck.
QUEST_LV_0200_20150323_005408	Obtain the teeth of the demons
QUEST_LV_0200_20150323_005409	Cupol Sigita asked you to defeat the demons that hid into Huradeti crossroad and bring the teeth of the demons which are their symbols.
QUEST_LV_0200_20150323_005410	Obtain %s by defeating the demons
QUEST_LV_0200_20150323_005411	The goddess, Vakarine told you that the demons that came out from the space of the metastasis ran away and headed to Banaga Monitoring District. Let's defeat them.
QUEST_LV_0200_20150323_005412	Collect the empty spirits
QUEST_LV_0200_20150323_005413	The goddess, Vakarine asked you to collect the empty spirits from the monsters that are gathered at the isolated district of Pasaru in order to recover Dionis.
QUEST_LV_0200_20150323_005414	Obtain the empty spirit
QUEST_LV_0200_20150323_005415	The goddess, Vakarine asked you to eliminate the small space of the metastasis that was created due to the disaster at the Gabara isolated district.
QUEST_LV_0200_20150323_005416	Talk with Druid Elley
QUEST_LV_0200_20150323_005417	Druid Elly is looking at you closely. Talk to her.
QUEST_LV_0200_20150323_005418	Collect the leaves of green Ellums
QUEST_LV_0200_20150323_005419	Druid Elly wants to know the true nature of the tree which the mysterious girl left long time ago. First bring the leaves of Ellums from the abondoned grape field first.
QUEST_LV_0200_20150323_005420	Hand over the leaves to Druid Elly
QUEST_LV_0200_20150323_005421	You've obtained all the leaves of Ellums to find out the true nature of the tree. Take them to Druid Elly.
QUEST_LV_0200_20150323_005422	Collect %s from green Ellums
QUEST_LV_0200_20150323_005423	Druid Elly is surprised by the result after endowing the power of the tree into the leaves. Talk to Druid Elly again.
QUEST_LV_0200_20150323_005424	Collect the samples of the polluted ground
QUEST_LV_0200_20150323_005425	Druid Elly wants to know more about the power of the tree. Take the samples of the polluted land from the trackless workplace and the cabin of the farm keeper.
QUEST_LV_0200_20150323_005426	Hand over the samples of the polluted land that you obtained form Elly
QUEST_LV_0200_20150323_005427	You've obtained the polluted sample of the ground. Hand it over to Druid Elly
QUEST_LV_0200_20150323_005428	Extract %s from the cabin of the farm keeper
QUEST_LV_0200_20150323_005429	Extract %s from the trackless workplace
QUEST_LV_0200_20150323_005430	Druid Elly wants to experiment something with the sample of the polluted land. Talk to Druid Elly again.
QUEST_LV_0200_20150323_005431	Check the result of the experiment with Druid Elly
QUEST_LV_0200_20150323_005432	Druid Elly is now all ready to find out the power of the tree. Tell her to begin the experiment together.
QUEST_LV_0200_20150323_005433	The polluted sample of the land is fully purified with the power of the tree. Talk to Druid Elly.
QUEST_LV_0200_20150323_005434	Druid Elly is very delighted about the result of the experiment. Talk to Druid Elly again.
QUEST_LV_0200_20150323_005435	Collect the fluid of Tanu
QUEST_LV_0200_20150323_005436	In order to engage in mass scale purification, Druid Elly told you that he needs the fluid of Tanus. Collect the fluid of Tanus from Ziura Crossroad.
QUEST_LV_0200_20150323_005437	Hand it over to Druid Elly
QUEST_LV_0200_20150323_005438	You've obtained enough amount of Tanus' fluid that Elly wanted. Take them to Druid Elly.
QUEST_LV_0200_20150323_005439	Collect %s from Tanu
QUEST_LV_0200_20150323_005440	It seems that Druid Elly has her last request. Talk to Druid Elly.
QUEST_LV_0200_20150323_005441	Look for a person who is likely to know the whereabout of Martineque at 夏顿农场
QUEST_LV_0200_20150323_005442	Druid Elly told you hand over the box to Druid Martineque at 夏顿农场. Find the person who is likely to know the whereabout of Druid Martineque.
QUEST_LV_0200_20150323_005443	Open the small box
QUEST_LV_0200_20150323_005444	As you checked through the soil, a suspicious box appeared. Let's check what's inside.
QUEST_LV_0200_20150323_005445	Search for Druid Joel after moving to 夏顿农场
